y_true,y_pred,text
1,0,"Polska jest krajem skrajnym i niestabilnym politycznie. Politycy robią co chcą, panuje korupcja w kraju. Nie oficjalnie nie przyjmuje się uchodźców, natomiast oficjalnie jest ich bardzo dużo ich napływ jest niekontrolowany. Pracują bez umów o pracę za niskie stawki co pokazuje słabość polityczną i ekonomiczną kraju. Jesteśmy w Unii Europejskiej ale tylko na mapie. W rzeczywistości - parlament europejski nie wiele chce mieć z nami wspólnego- gdyż ekonomicznie nasza gospodarka znacznie odbiega od pierwszych członków Unii Europejskiej. Nadal nie mamy waluty euro co doskonale pokazuje nie umiejętność polityczną. Młodzi obywatele opuszczają kraj i wyjeżdżają za pracą i lepszym  życiem do krajów Europy zachodniej, licząc na lepsze życie. W Polsce panuje bardzo duże bezrobocie, istnieją tylko zagraniczne korporacje a nasz rynek zawładną handel zagraniczny- LIDL, BIEDRONKA, AUCHAN .... TYLKO POKAZUJĄ GDZIE IDZIE POLSKI KAPITAL. Niestety jako obywatel tego kraju muszę z przykrością stwierdzić, że polityka w Polsce to korupcja i walka o lepsze stanowiska, podczas, gdy w kraju panuje bieda. Jeśli trafi się polityk jak pan Lepper, który głośno ujawniał afery korupcyjne polityków - ginie w nie wyjaśnionych okolicznościach. Oto realia kraju. 
"
1,0,"Żywność GMO absolutnie powinna być zakazana, jako że opiera się głównie na nienaturalnych ulepszaczach i składnikach, które wprowadzamy do organizmu. Może być powodem wielu różnych chorób i dolegliwości. Powinniśmy jeść tylko naturalną żywność, najlepiej ze sprawdzonych źródeł. Należy unikać sztucznie wzmacnianej żywności oraz wszelkiego rodzaju chemicznych ulepszaczy, jako że mogą mieć skrajnie negatywny wpływ na odpowiednie działania naszego organizmu. Grozi to zatruciem lub jeszcze gorszymi skrajnymi konsekwencjami."
1,0,"Aborcja to przede wszystkim prawo do godnego życia. Przerwanie ciąży powinno być legalne z następujących powodów:  - poważne obciążenia genetyczne płodu uniemożliwiające prawidłowy rozwój (urodzenie dziecka tzw. warzywa jest cierpieniem zarówno dla tej osoby, jak i osoby sprawującej opiekę) - ciąża - wynik gwałtu - narażenie na niebezpieczeństwo zdrowia matki - wolność wyboru - płód =/ człowiek Ponadto aborcja (jako wynik wolnego wyboru) przyczynia się do tego, że w niewielkim stopniu mamy mniejsze przeludnienie na świecie. I o ile w Polsce przyrost naturalny jest w niewielkim stopniu dodatni (lub na granicy), a działania rządu promują prokreację, to patrząc globalnie, niebawem będziemy mieli do czynienia z tym zjawiskiem.  Nie każdy ma prawo do życia i jest to brutalna prawda. Bardziej skuteczna i wspomagająca rozwój rasy ludzkiej byłaby aborcja postnatalna. Selekcja naturalna istnieje już tylko wśród zwierząt, które są niżej w hierarchii niż człowiek."
0,1,"Polska zdecydowanie nie powinna przyjmować większej liczby migrantów, niż miało to miejsce dotychczas. Migranci, czy to przybywający do Polski z powodów ekonomicznych, czy też z powodu wojny, stwarzają realne zagrożenie dla fundamentów naszej chrześcijańskiej, polskiej kultury. Od początków istnienia narodu polskiego stanowiliśmy zaporę przed wpływami religijnymi i kulturowymi ze Wschodu. Wystarczy popatrzeć na Zachód Europy, by dostrzec, w jak wielkim stopniu kultura europejska ulega dezintegracji, a wartości, takie jak rodzina, szacunek do kobiet, naród, religia, zostają zastąpione przez wypaczone wartości islamu, bądź wartości innych, obcych dla naszej kultury wpływów. Polska, kraj, który przetrwał okres zaborów, okupacji, komunizmu, musi dziś stanąć na straży chrześcijańskich wartości i europejskiej cywilizacji, gdyż my, jako Polacy, jesteśmy ostatnim bastionem owych wartości. "
0,1,Pan Jerzy Zięba nie jest nawet lekarzem a zwykłym Znachorem. Jego sposoby już kilkukrotnie zaszkodziły kilku osobą . Uważam ze zaślepia go bunt przeciwko aktualnym metodą i wiele chorób można w tych czasach wyleczyć po prostu szybciej dzięki rozwiniętej medycynie i nowym lekom.Wiadomo ze wielu lekarzy nie do końca dba o swoich pacjentów ale moim zdaniem wystarczy po prostu poszukać. Pan Jerzy Zięba napędzając nienawiść do szczepionek powinien się czuć współwinny chorób dzieci od rodziców którzy mu zaufali.Kuracje jego są skuteczne w niewielu przypadkach i sądzę że jednak warto isć po rozum do głowy i patrzeć z przymrużeniem oka na jego sposoby.
0,1,"Uważam że bóg ani żadna inna istota tego typu nie istnieje z wielu powodów. Pierwszym jest to że każda wiara/religia ma inne wyobrażenia odnośnie ""stwórcy/stwórców"" gdyby faktycznie taka istota istniała, można by pomyśleć by zadbała o u jednolicenie świata religijnego (skoro ewidentnie wyznawanie jej, musiało by się podobać skoro sama się objawia), bóg czy jakakolwiek istota takiego kalibru w umyśle człowieka służy przede wszystkim usprawiedliwianiu własnych akcji, jest to forma uzyskania zezwolenia i rozgrzeszenia oraz płonnej nadziei na to co dzieje się po śmierci. Forma reakcji obronnej na nieznanej, taka przydatna idea do kontroli nad masami. Ludzkość posunęła się nie tylko technologicznie ale i moralnie do przodu dopiero po odrzuceniu dominujących społecznie wizji boskości. Nie mogę uwierzyć że bóg który się objawia i dajmy na to jak w przypadku kościoła katolickiego mówi o miłości toleruje naginanie własnych zasad do wręcz perwersyjnych poziomów (niewolnictwo w afryce było przyklepane przez jednego z papieży) i nie robi z tym nic. Ponadto ludzkość uzyskała już dawno możliwość badania: Galaktyk (nie tylko naszej mlecznej ale i innych), reakcji kwantowych itp. Jakoś żaden naukowiec nie znalazł boga chowającego się w mikro czy makro kosmosie. Zamiast tego pozostały ewolucyjnie wykształcone reakcje biologiczne oraz wyniki milionów lat działania grawitacji czy spalania. 


Podsumowując: Uważam że boga ani żadnych innych bogów nie ma, bo są to idee służące władzy nad ludzkim umysłem, usprawiedliwieniu nawet najgorszych zbrodni i zwyczajnie jako reakcja na lęk przed nieznanym. Nauka posunęła się do niesamowitego poziomu a mimo nigdzie boga nie można znaleźć, ponadto taka ""wszechmocna"" istota pozostaje bierna mimo istnienia wielu potępiających się religii  oraz tego jak jej własny kult potrafi działać. "
0,1,"W jaki sposób coś co nie jest stworzone przez tzw. ""matkę naturę"", na długiej i mozolnej drodze ewolucji może być dobre? Historia pokazała nam, że nawet naturalna ingerencja w kod genetyczny dowolnego z organizmów jest szkodliwa. Chociażby sposób infekcji wirusowej - czyli wbudowywanie się genomu wirusa w DNA ludzkie bądź zwierzęce nigdy nie przyniosło żadnych zdrowych korzyści. Innym przykładem są np. ingerencja fal promieniotwórczych bądź jonizujących, których wpływ na dzień dzisiejszy możemy zauważyć chociażby w Czarnobylu. Wysokie promieniowania alfa i beta oraz X doprowadzały do całkowitego rozłamu i ponownego tworzenia genomów roślin i zwierząt (w tym ludzi) powodując nowotwory, bądź zaburzając ekosystem tak, że tereny ówczesnej katastrofy energetycznej nie nadają się do zamieszkania. Kolejnym argumentem jest czas badań klinicznych. Ludzkości zajęło prawie 100 lat żeby stwierdzić negatywny wpływ papierosów na ich zdrowie, a co dopiero kiedy mówimy o o dopiero raczkującej nauce zajmującej się modyfikacjami genetycznymi. Skutki mogą być katastrofalne. Już w tej chwili możemy zaobserwować wyginięcie gatunków takich roślin jak banany, których orginalny skład genetyczny nie przetrwał do dziś. Jak widać po powyższych argumentach, ingerencja w żywność może nieść nieokreślone, letalnie niebezbieczne skutki, i może zagrozić całej gospodarce ekonomicznej."
0,1,"Szczepienie wzmacnia organizm.Powoduje,że system immunologiczny lepiej pracuje.Dzięki temu będziemy wolni od wielu chorób.Zdrowie jest najważniejsze a szczepienie wzmacnia zdrowie i też dzięki temu możemy poczuć się bezpiecznie i komfortowo.21 wiek to wolność od wielu chorób."
1,0,Uważam że kuracje Jerzego Zięby są naprawdę czymś czego potrzebujemy w w tych czasach . Lekarze którzy często maja układy z koncernami farmaceutycznymi często nie mają skrupułów by przepisywać zwyczajnie chorym ludziom sterty niepotrzebnych leków czy antybiotyków które wielokrotnie uszkadzają układ pokarmowy pacjenta nawet przy braniu również przepisanych probiotyków. Wiem z własnego doświadczenia że 3/4 tych leków można zastąpić naturalną medycyną i domowymi sposobami za co cenię pana Jerzego a dodatkowo ma on całkiem duże pojęcie o zdrowiu i naprawdę uważam że to osoba na której wiedzy można polegać.
1,0,"Osobiście uważam,  że Ewa Chodakowska jest sztucznie promowana przez Social Media i programy telewizyjne. Nie jest oni piękna, ani mądra oraz ma słaby przekaz. Wygląd jej zostawia wiele do życzenia. Zapraszana jest w celach komercyjnych . Wydała również książkę , widziałam ją w sklepie ale nawet do ręki jej nie wzięłam, ponieważ co taka Ewa może mi napisać o żywieniu. Prawdobodobnie książki tego typu pisane są przez kogo innego a parafowane tylko nazwiskiem sławnej osoby.  Ewa działa na mnie destrukcyjnie, jeśli widzę jej osobę w telewizji, natychmiast przełączam kanał. Moim zdaniem Ewa nie wnosi żadnej świeżości ani nie wprowadza nic nowego do mojego życia. Programy z nią i jej wypowiedzi są nudne i monotonne."
0,1,"Szczepienia od zarania dziejów były potrzebne, a kiedy ich nie było, dzieci umierały na takie choroby,jak gruźlica, krztusiec czy odra. Szczepienia są obowiązkowe i zawsze powinny być, bo dzięki temu chronimy młode pokolenia przed chorobami . Szczepienia zapewniają rodzicom spokojny sen, a dzieciom szczęśliwe dzieciństwo wolne od chorób, których można uniknąć właśnie dzięki szczepionkom. 
Szczepienia powinny być obowiązkowe i konieczne, bowiem dzięki nim zdrowie naszych dzieci jest w naszych rękach. 
To wspaniale,że coraz więcej szczepień jest teraz nieodpłatnych, bo więcej dzieci może z nich skorzystać.
Jestem osobą, która uważa,że obowiązek szczepień jest priorytetem każdego troskliwego rodzica. Nie ma wątpliwości,że są doskonale przebadane oraz skuteczne."
0,1,"Uwazam ze Bog jak nabardziej istnieje 
Przeciez to On stwozylł niebo i  ziemie, od najmlodszych lat byl w moim zyciu 
obecny. jako mlody chlopak bylem ministrantem i pamietam ze modlitwy
 do niego zawsze sie sprawdzaly . czesto byly przez niego    wysluchiwane.
 Bog jak najbardziej jest opisany w bibli jako postac historyczna.

Zreszta kto jak nie Bog i jeego syn jezus  odddał  za nasze   grzechy smierc na krzyzu     bysmy  mogli zyc wiecznie. to bog odkupił nasze winy nasze grzechy.   uwazam ze Bog Jest tez pieknie  pokazany w sztuce , na pieknych   obraza , rzezbach..
 Dlatego  pytanie czy Bog istnieje to jest jakas dziwne pytanie. przeciez to oczywista oczywistosc ."
0,1,"Jedzenie mięsa jest konieczne. Jak inaczej mielibyśmy żyć? Mięso jest nam potrzebne do życia i prawidłowego funkcjonowania. Jedząc same produkty roślinne nie da się przeżyć, a przynajmniej nie w zdrowiu. Weźmy przykład kolagenu, który jest głównym składnikiem białek tworzących ludzkie tkanki. Nie mówię tutaj tylko o mięśniach, ale także o powięziach. Jeśli chcemy być sprawni fizycznie, żyć bez bólów w mięśniach i stawach, potrzebujemy kolagenu dla naszych powięzi, które otaczają całe nasze ciało. Ponadto, naukowcy odkryli, że podczas II Wojny Światowej japońscy piloci mieli znacznie lepszą szybkość reakcji niż piloci amerykańscy właśnie dzięki temu, że Ci pierwsi byli mięsożerni. Tak więc, mięso jest niezbędne do bycia dobrym sportowcem czy wojskowym. Podsumowując, jeśli chcesz żyć w zdrowiu i podczas życia wspiąć się na wyżyny swoich możliwości, to jesteś skazany na mięso i lepiej nie słuchaj wegetarian, którzy krzyczą, że zwierzęta czują ból, bo rośliny też to czują, więc idąc tym tropem rozumowania, nie powinniśmy jeść zupełnie nic i po prostu umrzeć z głodu."
1,0,"Ewa jest świetnym motywatorem i trenerem, dzięki niej tysiące Półek wstały z kanapy i ruszyly na trening. Rozwinęła damski rynek fitness w znacznym stopniu i sporo dobrego dla niego zrobiła. Prowadzi wiele show, przychodza do niej kobiety w różnym wieku po pomoc sylwetkowa, korzystając z jej słynnych programów ćwiczeń moganw domu dbać o sylwetkę co jest świetnym rozwiązaniem ponieważ nie każdy ma czas na bieganie na siłownię. Jest to też przyczynianie się do dbania o zdrowie społeczeństwa, jego kondycję i ogólnie sport, co dziś jest do znacznej poprawy. Jest dużym plusem jest właśnie zdolność do nakręcania swoich fanek do treningu i co za tym idzie także innych kobiet.
Podsumowujac, takie jak ona są bardzo potrzebne, budzą z takiego lenistwa, a wiadomo, że kobiety nie bardzo słuchają trenera faceta, więc kobieta w tym biznesie jest bardzo potrzebna. Ewa radzi sobie świetnie i oby tak dalej, będzie to z korzyścią dla wszystkich."
1,0,"Jedzenie miesa jest nieetyczne ze wzgledu na fatk,ze  zabijane sa zwierzeta. Czesto z pominieciem jakichkolwiek procedur ograniczajacych ich cierpienie.  W ten sposob gatunek ludzki stawia sie bezprawnie nad zwierzetami , odbierajac ich podmiotowosc. Poza tym jest to potezna hipokryzja bo nie moge zrozumiec, dlaczego dba sie i przygarnia do domu jedne zwierzeta, inne skazujac na zycie od poczatku do konca podporzadkowane naszym potrzebom, finalnie zakonczone smiercia.  Jesli do kogos nie dociera argument etyczny to niech wezmie pod uwage kwestie zdrowotna. Przy wspolczesnej produkcji miesa wykorzustuje sie mnostwo chemii, ktora przenika do naszego organizmu z kazdym kesem spozytego miesa.  Reasumujac: nikt nie dal nam prawa ( nawet, a przede wszystkim takze zadne religia) by stawiac sie ponad zwierzetami, odbierac im podmiotowosc i traktowac je sluzebnie wobec gatunku ludzkiego."
1,0,"Uważam, że z ludźmi trzeba zachować ostrożność gdyż w obecnych czasach niektórzy chcą nas oszukać czy to dzwoniąc na wnuczka, czy to pomagając chcą nam zabrać portfel czy będąc miłym robią się agresywni. Moja mama dostała telefon z miłym gościem który pytał o zdrowie a interesowało go aby tylko pożyczyć pieniądze. Tak więc uważam że z ludźmi trzeba uważać i nie można im ufać"
0,1,"Wedlug mnie, szczepienia powinny byc obowiazkowe w zwiazku z licznie rozwijajacymi sie chorobami cywilizacyjnymi. Ponadto, swiatowa organizacja zdrowia, jest za szczepianiami co daje kolejny powod dlaczego powinny byc one obowiazkowe. Trzeba unikac zarazania chorobami, ktore sa latwo wyleczalne. Koncerny medyczne musza caly czas poszukiwac nowych szczepionek, ilosc wirusow oraz bakterii z kazdym rokiem sie zwieksza. Uwazam, ze Swiatowa Organizacja Zdrowia jest swiadoma, szkodliwosci chorob cywilizacyjnych i dlatego promuje szczepienia na swiecie, chociazby idealnym przykladem jest Afryka kiedys i dzis, statystyki mowia same za siebie."
1,0,"Żywnosc GMO jest pożyteczna ponieważ w niedługim czasie możemy uzyskać wiekszą ilość produktów. Jest przygotowywana poprzez modyfikacje genetyczne a co za tym idzie, jest dokładnie selekcjonowana . Nasiona roslin GMO sa modyfikowane, wiec w krotkim czasie uzyskujemy więcej określonego zboża czy innej rośliny. Chore, skażone nasiona nie trafiaąa do modyfikowania, są wyrzucane,. W procesie wykorzystuje sie tylko zdrowe , nieskaąone rosliny. Dzięki żywności modyfikowanej jesteśmy w stanie zapewnić pożywienie wielu ludziom na całej planecie. Możliwa staje sie walka z glodem na świecie."
0,1,"Ewa Chodakowska jest najlepszą trenerką w Polsce. Gdyby nie Ewa wiele osób nigdy nie zaczęłoby swojej przygody z fitnessem. Ewa to trenerka pełna empatii, potrafi naprawdę skutecznie motywować i wspierać swoje podopieczne. Widać, że sport to jej największa pasja. Podsumowując najważniejsze jest podejście do człowieka, oraz odpowiedni marketing niż ilość ukończonych kursów sportowych. 
"
1,0,"Uważam , że aborcja powinna być zakazana w Polsce oraz wszelkie dostępne leki działające w ten sposób . Dlaczego kobieta , która jest świadoma , nie jest chora psychicznie miała by mieć możliwość usunięcia ciąży ? To zabicie nadchodzącego dziecka , powinno być to karane. Każdy kto zamierza mieć dziecko powinien liczyć się z konsekwencjami i obowiązkami . Uważam , że wyjątkiem mogłyby być kobiety chore psychicznie w jakimś poważnym stopniu , nie myślące realnie oraz kobiety zgwałcone . Sumując , aborcja w Polsce powinna być w 90% zakazana , 10% stanowiły by w/w przypadki . 
"
1,0,"Gdzie jest Bóg ? - pytają przez lata wielcy tego świata. Mimo zdobyczy techniki, zdolności lotów w kosmos, wielkich odkryć medycznych nikt nie potrafi udowodnić istnienia Boga. Strach przed tym co nieznane, wielkie i niezbadane nie może sugerować, że coś istnieje naprawdę. Jako dzieci boimy się złych postaci z bajek, jako dorośli dręczy nas utrata pracy, długi czy ciężka choroba. W chwilach słabości jesteśmy w stanie uwierzyć w rzeczy równie nieprawdopodobne co istnienie Boga. Coś co budowane jest na poczuciu słabości nie może okazać się wielkie i boskie. Ból, cierpienie, wojny i kataklizmy wskazują jednoznacznie na brak istnienia strefy sacrum. Bóg już dawno przeszedł na zasłużoną emeryturę. Stary, ślepy i  głuchy na ludzkie dramaty wygasa w ludzkich sercach i umysłach. "
1,0,"Polska powinna przyjąć zdecydowanie więcej imigrantów, niż dotychczas. Nie widzę powodu, by tożsamościowe bądź czysto narodowościowe aspekty miały prawo przesłaniać fundamentalny fakt bycia istotą ludzką i ograniczać jej możliwość przemieszczania się po powierzchni, która wszystkim ludziom jest, a w każdym razie powinna być, wspólna. Skoro przepływy pieniądza w zglobalizowanym świecie mogą przekraczać granice państw, tym bardziej powinni móc czynić to samo ludzie. Żadna regulacja prawna nie może zakwestionować podstawowych ludzkich praw do życia w warunkach, które będą dla konkretnej osoby bądź grupy osób korzystniejsze. W dyskusjach na temat migracji zapomina się również, że nierówności ekonomiczne bądź konflikty zbrojne występujące pomiędzy całymi regionami, są w dużej mierze rezultatami dawniej występujących ekspansji kolonialnych. Dlatego też bardzo trudno rzetelnie wskazać, dlaczego kraje okcydentu, których dobrobyt urósł dzięki tego rodzaju ekspansjom, miałyby teraz zamykać się na redystrybucję dóbr powstałych w ich wyniku, a tym bardziej odmawiać prawa pobytu osobom, których życie wygląda w dany sposób właśnie przez stworzone wcześniej nierówności."
0,1,"ROBERT LEWANDOIWSKI JEST NAJLEPSZYM POLSKI PIŁKAŻEM. 
JEST MEDIALNY CO DAJE MU POCZUCIE NAJLEPSZEGO ZAWODNIKA W POLSCE.
ROBERT LEWANDOWSKI JEST KAPITANEM TAKZE MUSI MIEC ODPOWIEDZIALNOSC GRY ZA CAŁY ZESPOŁ 
ROBERT LEWANDOWSKI SWIETNY JEST TECHNICZNIE CO DAJE MU MOZLIWOŚĆ SZCZELANIA BRAMEK ORAZ BIERZE NA SWOJE BARKI ODPOWIEDZIALNOSC ZA CAŁY ZESPOŁ,IZ JEST TWARZA WIELU MAREK MUSI BYC ZAJLEPSZYM ZAWODNIKIEM POLSKI. "
0,1,"Uważam, że sytuacja polityczna naszego kraju jest na każdym stopniu odpowiednia. Wysokie zapomogi dla biednych rodzin znacznie poprawiły sytuację materialną wielu z nich. Na dzieci mogą sobie teraz pozwolić osoby, które wcześniej nie miały na to środków, dzięki czemu przyrost demograficzny zwiększa się. Przecież im nas więcej, tym lepiej! Fakt, że u steru mamy umiarkowaną frakcję, która twardo trzyma koło władzy jest gwarantem stabilnosci."
0,1,"Aborcja to nasze prawo człowieka. Tak jak prawo do udziału w wyborach. Każda kobieta popełnia błędy, zapomni o antykoncepcji, czy nawet nie zapomni, ale dojdzie do zapłodnienia i wtedy co, nasze plany,, marzenia, dobrze rokująca kariera, mamy to wszystko przekreślić?? W dobie wysyłania człowieka w kosmos, w XXI wieku, ktoś ma czelność odbierać nam prawa do aborcji ? Jak kobieta nie chce mieć dziecka, to je abortuje, a jeśli nawet w przyszłości będzie miała problemy z zajściem w ciążę, to przecież może skorzystać z zapłodnienia in vitro, lub zamrozić swoje jajeczka w specjalnych inkubatorach na 5 lat. Moje ciało - moja sprawa. To ja decyduje czy coś w nim będzie się rozwijało bądź nie."
1,0,"Uważam, że Polska powinna bardziej otworzyć się na przyjmowanie imigrantów. Nie widzę w tym niczego złego, a wręcz przeciwnie. Oni potrzebują lepszego, bezpieczniejszego miejsca do życia, my potrzebujemy ich siły, chęci do pracy, kreatywności. To absolutnie niepojęte, że są oni używani do tego, aby przy ich pomocy wzbudzać w Polakach irracjonalny strach przed obcym. To niehumanitarne, aby odbierać drugiemu człowiekowi możliwości  otrzymania pomocy, często kiedy taka pomoc jest mu niezbędna do przetrwania. Bywały czasy kiedy Polacy otrzymywali taką pomoc, w chwilach kiedy jej potrzebowali. Uważam, że nie udzielanie jej teraz jest niewdzięczne, wstydliwe, nieludzkie.
"
0,1,"Uważam, iż ludziom można ufać, gdyż dzięki temu buduje się trwalsze i głębsze relacje. Zaufanie innym sprawia, iż można się bardziej otworzyć przed drugą osobą, otrzymać zrozumienie i wsparcie. Zaufanie pomaga nie tylko osobie ufającej, ale też zaufanej, zwiększając jej poczucie własnej wartości, gdyż może poczuć się ważna i potrzebna. Dzięki zaufaniu można lepiej współpracować w pracy czy też funkcjonować w relacjach rodzinnych. W pracach wspólnych przekłada się to na większą sprawność i efektywność wykonywanej pracy jak też i czas jej wykonywania. Dzięki zaufaniu zmniejsza się poczucie lęku, strachu i samotności. Podsumowując, zaufanie jest bardzo ważnym elementem w budowaniu relacji międzyludzkich i poczuciu własnej wartości. Bez zaufania bylibyśmy bardzo zlęknieni, osamotnieni i wyizolowani."
1,0,"Ewa Chodakowska jest przereklamowana i nudna.Duzo jest znawcow od zdrowego stylu zycia jedzenia i cwiczen i ona nie robi nic nadzwyczajengo.To samo co ona moze zaproponowac zwykly trener z silowni.Jest opatrzona.
"
1,0,"Moim zdaniem żywność zmodyfikowana genetycznie ma bezpośredni negatywny wpływ na naszą faunę i florę .  GMO powoduje zmniejszenie bioróżnorodności uprawa. Nasza najlepsze polskie ekologiczne produkty są bezpośrednio zagrożone przez żywność produkowana z GMO. Ich przenoszenie może powodować zanik produktów regionalnych, ponieważ normy ich produkcji są bardzo rygorystyczne. Rolnicy, którzy produkują ekologiczne produkty ponoszą ogromne straty. Spożywanie produktów modyfikowanych może istotnie wpływać na nasze zdrowe. Powoduje wszelakie alergie, choroby układów pokarmowych a coraz więcej słyszy się o chorobach nowotworowych. Słyszymy coraz wiech chorób u dzieci, których kiedyś w dawnych czasach nie było podczas spożywania ekologicznych produktów naszych babć i dziadków. Zbyt krótki okres spożywania żywności GMO nie daje nam 100% pewności ze jest to zdrowe dla naszego organizmu. Na szczęście ludzi ka świadomość co do jakości spożywanych produktów rośnie i oby nasz kraj nie zmienił się w jedną wielką farmę GMO. GMO to zagrożenie dla ludzi i zwierząt. 
"
1,0,"Sądzę, że zaufać można nie tylko większości osób. Można zaufać wszystkim ludziom i uważam, że bezinteresowne zaufanie powinno być punktem wyjściowym każdej nawiązywanej relacji. Myślę, że takie podejście na starcie wzmacnia związek emocjonalny, poza tym jeśli oczekuję zaufania od innych, jestem zobligowany, by samemu je okazywać. Może się zdarzyć, że ktoś takie zaufanie wykorzysta, nie oznacza to jednak, że do wszystkich należy podchodzić z rezerwą. Stanowi to tylko argument przeciwko tej konkretnej relacji."
0,1,"Ewa Chodakowska trafiła jedynie w dobry moment ze swoim pomysłem wprowadzania rewolucji sportowej u ludzi i zmiany ich nawyków. Ma bardzo małe pojęcie dotyczące prowadzenia treningu oraz dobrania ćwiczeń do osób i ich stanu fizycznego względem ćwiczeń które są prezentowane w jej programach. Bardzo wiele osób może sobie zrobić krzywdę, gdyż jest to jedynie najczęściej trening za pośrednictwem filmu na płycie DVD. Dlatego najbezpieczniejszą formą treningu jest trening przez wykwalifikowanych instruktorów na siłowni, którzy prowadzą zajęcia grupowe lub indywidualne i mają styczność faktyczną oraz możliwość korekcji wykonywania prezentowanych ćwiczeń. Forma prezentowanych ćwiczeń często jest słabo dopasowana, a nawet przerastająca możliwości osoby, gdzie bardzo łatwo można zrobić sobie nieświadomie krzywdę poprzez przeciążenie swojego ciała. Podsumowując Ewa Chodakowska nie jest dobrą inspiracją i wzorem poprzez który można by podejmować działanie związane z wysiłkiem fizycznym. Uważam że zawsze najlepsza forma treningowa to prawdziwy kontakt z klientem.                                                                                                                 Kłamstwo dwa, bo poprzedni formularz wypełnił źle (możemy wybrać) : Ewa Chodakowska jest słaba płaska, nie dobra, ćwiczenie z nią wykonywanie ćwiczeń w taki sposób jak jest to prezentowane jest bardzo karygodne, gdyż bardzo ważne jest by trener był obecny obok podczas wykonywania ćwiczeń.
W ogóle jest bardzo wiele przypadków które każdy może posiadać lub przeciwwskazań do wykonywania tych ćwiczeń.
Podsumowując Ewa Chodakowska jest osobą która przedstawia ćwiczenie w różny sposób często będący w formie nadwyrężającej ciało ćwiczących. Dlatego ważna jest osoba będąca obok i koordynująca wykonywanie ćwiczeń."
0,1,"Piłka nożna to sport zespołowy, a jeden choćby nawet wybitny piłkarz (w tym przypadku środkowy napastnik szczególnie predestynowany do zdobywania bramek) nie jest w stanie odmienić losów całego turnieju lub meczu, jeżeli pozostali jego koledzy nie staną na wysokości zadania. Innymi słowy, nikt w pojedynkę meczu nie wygra, choćby nawet był w świetnej formie i miał na boisku dużo szczęścia. Poza tym Robert Lewandowski najczęściej grywa jako klasyczna ""dziewiątka"" i musi otrzymywać podania od partnerów lub liczyć na indywidualne błędy graczy drużyny przeciwnej. Nie zawsze też jest w stanie utrzymać rewelacyjną formę przez dłuższy czas, zdarzają się mu się mecze, których obrońcom przeciwnika uda się odciąć go od sytuacji podbramkowych. Na pewno jest najbogatszym polskim sportowcem i jednym z najbardziej rozpoznawalnych Polaków na świecie, ale to nie czyni go najlepszym. Podsumowując, uważam że nie można wybrać jednego najlepszego piłkarza w danej epoce czy regionie."
1,0,"Po pierwsze jedzenie mięsa jest niezdrowe o czym donosi nam wiele badań. Sztuczne hormony czy sterydy nie służą nam nie wspominając o samopoczucie po spożyciu ciężkiego kawałka mięsa. Odstawiajac na bok kwestie zdrowotne zastanówmy się jak odbywa się transport, chów i uboj zwierząt, które zjadamy i czy warto jest poświęcać ich życia dla naszej krótkiej przyjemności w czasach kiedy nauka i technologia produkcji jest tak zaawansowana że nauczono nas jak wyprodukować żywnośc która dostarczy nam pełny wachlarz aminokwasów. Człowiek w przeciwieństwie do reszty zwierząt ma rozum i wolną wolę i nasze sumienie powinno podpowiadac nam, aby nie przekładać własnej przyjemności nad krzywdę innych istot. Podsumowując uważam że jedzenie mięsa jest niezdrowe i świarczy o braku empatii."
1,0,"Robert Lewanadowski jest moim zdaniem najlepszym polskim piłkarzem ponieważ ma najwięcej zdobytych goli w historii polskiej piłki nożnej, jego fenomen jest znany na całym świecie, jest rozpoznawalną marką, jest skromny i wyważony, nieustannie dba o swoja forme fizyczną i psychiczną, pracuję cięzko każdego dnia na treningach by być coraz lepszy. Jego statystyki jako napastnika są najlepsze na świecie i zostal wyróżniony w wielu plebiscytach na arenie miedzynarodowej. Jest także filarem reprezentacji Polski. Podsumowując uważam że nie ma i nie było lepszego Polskiego pilkarza w historii polskiej piłki nożnej. Jego statystyki mówią same za siebie."
0,1,"UWAŻAM ŻE ZYWNOŚĆ gmo JEST BEZPIECZNA I POŻYTECZNA PONIEWAŻ JEST ONA UDOSKONALANA I ULEPSZANA PRZEZ NAUKOWCÓW I SPECJALISTÓW Z BRANŻY ŻYWIENIA.PRODUKTY GMO WYGLADAJA I SMAKUJĄ LEPIEJ,NIE WIDAĆ NA NICH ŻADNYCH SKAZ I USZKODZEN KTÓRE POWODUJĄ GRZYBY,ROBAKI I BAKTERIE.PRODUKTY SĄ WIĘKSZE,ZAWIERAJĄ WIĘCEJ INTENSYWNOŚCI KOLORU I BARDZIEJ CHCE SIĘ PO NIE SIĘGAĆ W CODZIENNYM ODŻYWIANIU.
MOIM ZDANIEM POWINNO BYĆ WIĘCEJ INWESTYCJI W PRODUKCJĘ TAKIEJ ŻYWNOŚCI BO WTEDY CHĘTNIEJ I WIĘCEJ BĘDZIEMY JEJ KUPOWAĆ"
